timestamp,Generation(kWh)_1,Usage(kWh)_1,Generation(kVarh)_1,Usage(kVarh)_1
2022-10-02 05:15:00+00:00,0.0,20.992,0.0,5.344
2022-10-02 05:30:00+00:00,0.0,19.744,0.0,5.904
2022-10-02 05:45:00+00:00,0.0,19.776,0.0,5.68
2022-10-02 06:00:00+00:00,0.0,20.352,0.0,5.568
2022-10-02 06:15:00+00:00,0.0,20.896,0.0,5.184
2022-10-02 06:30:00+00:00,0.0,22.64,0.0,5.488
2022-10-02 06:45:00+00:00,0.0,21.392,0.0,5.088
2022-10-02 07:00:00+00:00,0.0,23.104,0.0,5.328
2022-10-02 07:15:00+00:00,0.0,22.64,0.0,5.552
2022-10-02 07:30:00+00:00,0.0,23.232,0.0,4.896
2022-10-02 07:45:00+00:00,0.0,25.344,0.0,4.592
2022-10-02 08:00:00+00:00,0.0,25.344,0.0,4.192
2022-10-02 08:15:00+00:00,0.0,25.6,0.0,4.064
2022-10-02 08:30:00+00:00,0.0,27.152,0.0,4.592
2022-10-02 08:45:00+00:00,0.0,27.472,0.0,4.576
2022-10-02 09:00:00+00:00,0.0,27.28,0.0,4.832
2022-10-02 09:15:00+00:00,0.0,26.928,0.0,4.96
2022-10-02 09:30:00+00:00,0.0,28.704,0.0,5.008
2022-10-02 09:45:00+00:00,0.0,27.648,0.0,4.704
2022-10-02 10:00:00+00:00,0.0,26.032,0.0,4.864
2022-10-02 10:15:00+00:00,0.0,26.832,0.0,4.64
2022-10-02 10:30:00+00:00,0.0,25.712,0.0,4.016
2022-10-02 10:45:00+00:00,0.0,25.12,0.0,4.576
2022-10-02 11:00:00+00:00,0.0,24.896,0.0,4.672
2022-10-02 11:15:00+00:00,0.0,25.904,0.0,4.832
2022-10-02 11:30:00+00:00,0.0,25.712,0.0,4.368
2022-10-02 11:45:00+00:00,0.0,26.832,0.0,4.976
2022-10-02 12:00:00+00:00,0.0,26.16,0.0,4.576
2022-10-02 12:15:00+00:00,0.0,25.12,0.0,4.4
2022-10-02 12:30:00+00:00,0.0,24.976,0.0,4.832
2022-10-02 12:45:00+00:00,0.0,25.872,0.0,4.368
2022-10-02 13:00:00+00:00,0.0,26.368,0.0,4.656
2022-10-02 13:15:00+00:00,0.0,24.864,0.0,4.688
2022-10-02 13:30:00+00:00,0.0,25.008,0.0,4.48
2022-10-02 13:45:00+00:00,0.0,26.256,0.0,4.272
2022-10-02 14:00:00+00:00,0.0,25.664,0.0,4.576
2022-10-02 14:15:00+00:00,0.0,25.232,0.0,4.608
2022-10-02 14:30:00+00:00,0.0,25.184,0.0,4.448
2022-10-02 14:45:00+00:00,0.0,24.96,0.0,4.08
2022-10-02 15:00:00+00:00,0.0,25.104,0.0,4.816
2022-10-02 15:15:00+00:00,0.0,25.792,0.0,4.704
2022-10-02 15:30:00+00:00,0.0,25.456,0.0,4.272
2022-10-02 15:45:00+00:00,0.0,26.192,0.0,5.008
2022-10-02 16:00:00+00:00,0.0,27.04,0.0,5.04
2022-10-02 16:15:00+00:00,0.0,25.984,0.0,4.16
2022-10-02 16:30:00+00:00,0.0,23.968,0.0,4.72
2022-10-02 16:45:00+00:00,0.0,25.2,0.0,4.944
2022-10-02 17:00:00+00:00,0.0,26.544,0.0,4.528
2022-10-02 17:15:00+00:00,0.0,26.256,0.0,4.448
2022-10-02 17:30:00+00:00,0.0,23.984,0.0,4.56
2022-10-02 17:45:00+00:00,0.0,25.92,0.0,4.624
2022-10-02 18:00:00+00:00,0.0,25.648,0.0,4.912
2022-10-02 18:15:00+00:00,0.0,24.608,0.0,4.448
2022-10-02 18:30:00+00:00,0.0,25.232,0.0,4.768
2022-10-02 18:45:00+00:00,0.0,26.304,0.0,4.592
2022-10-02 19:00:00+00:00,0.0,26.064,0.0,5.488
2022-10-02 19:15:00+00:00,0.0,24.672,0.0,4.032
2022-10-02 19:30:00+00:00,0.0,24.72,0.0,4.752
2022-10-02 19:45:00+00:00,0.0,26.0,0.0,4.96
2022-10-02 20:00:00+00:00,0.0,25.856,0.0,4.768
2022-10-02 20:15:00+00:00,0.0,24.72,0.0,4.512
2022-10-02 20:30:00+00:00,0.0,24.352,0.0,4.672
2022-10-02 20:45:00+00:00,0.0,24.24,0.0,4.8
2022-10-02 21:00:00+00:00,0.0,22.992,0.0,4.496
2022-10-02 21:15:00+00:00,0.0,22.64,0.0,5.232
2022-10-02 21:30:00+00:00,0.0,24.656,0.0,5.04
2022-10-02 21:45:00+00:00,0.0,24.464,0.0,4.912
